/* DATA DESCRIPTION:
Citation:	Howard, William R; Prell, Warren L (1992): Planktic foraminifera assemblage of sediment core ELT45.029-PC. PANGAEA, https://doi.org/10.1594/PANGAEA.51613, 
	In supplement to: Howard, WR; Prell, WL (1992): Late Quaternary surface circulation of the southern Indian Ocean and its relationship to orbital variations. Paleoceanography, 7(1), 79-118, https://doi.org/10.1029/91PA02994
Coverage:	LATITUDE: -44.877000 * LONGITUDE: 106.518000
	DATE/TIME START: 1970-01-01T00:00:00 * DATE/TIME END: 1970-01-01T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.02 m * MAXIMUM DEPTH, sediment/rock: 10.69 m
Event(s):	ELT45.029-PC * LATITUDE: -44.877000 * LONGITUDE: 106.518000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3867.0 m * Recovery: 11.74 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Calcium carbonate [%] (CaCO3) * PI: Howard, William R (will.howard@utas.edu.au)
	Size fraction > 0.063 mm, sand [%] (>63 µm) * PI: Howard, William R (will.howard@utas.edu.au)
	Foraminifera, planktic [#] (Foram plankt) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, planktic [%] (Foram plankt) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, benthic [#] (Foram benth) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, benthic [%] (Foram benth) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Radiolarians [#] (Rad) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Radiolarians [%] (Rad) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Fragmentation index [#] (F index) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, planktic [#/g] (Foram plankt) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinella aequilateralis [%] (G. aequilateralis) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina bulloides [%] (G. bulloides) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina calida [%] (G. calida) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia crassaformis [%] (G. crassaformis) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globoquadrina dutertrei [%] (G. dutertrei) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina falconensis [%] (G. falconensis) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita glutinata [%] (G. glutinata) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia hirsuta [%] (G. hirsuta) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita humilis [%] (G. humilis) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia inflata [%] (G. inflata) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina quinqueloba [%] (G. quinqueloba) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides ruber white [%] (G. ruber w) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides sacculifer [%] (G. sacculifer) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia scitula [%] (G. scitula) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides sinistral [%] (G. truncatulinoides s) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides dextral [%] (G. truncatulinoides d) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma sinistral [%] (N. pachyderma s) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral [%] (N. pachyderma d) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Orbulina universa [%] (O. universa) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral and dutertrei integrade [%] (P/D int) * PI: Howard, William R (will.howard@utas.edu.au) * METHOD/DEVICE: Counting >150 µm fraction
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	2876 data points
*/
Depth sed [m]	CaCO3 [%]	>63 µm [%]	Foram plankt [#]	Foram plankt [%]	Foram benth [#]	Foram benth [%]	Rad [#]	Rad [%]	F index [#]	Foram plankt [#/g]	G. aequilateralis [%]	G. bulloides [%]	G. calida [%]	G. crassaformis [%]	G. dutertrei [%]	G. falconensis [%]	G. glutinata [%]	G. hirsuta [%]	G. humilis [%]	G. inflata [%]	G. quinqueloba [%]	G. ruber w [%]	G. sacculifer [%]	G. scitula [%]	G. truncatulinoides s [%]	G. truncatulinoides d [%]	N. pachyderma s [%]	N. pachyderma d [%]	O. universa [%]	P/D int [%]
6.89	81.9	6.1	312	59.8	5	1.6	30	8.8	210	4172	0.0	26.1	0.3	0.0	0.0	1.0	4.3	0.0	0.0	32.0	1.6	0.0	0.0	0.0	5.6	0.0	5.6	21.6	0.7	1.3
6.99	55.4	3.0	333	49.5	15	4.3	114	25.5	340	2854	0.0	48.3	0.0	1.2	0.0	0.0	1.5	0.0	0.0	19.9	0.9	0.0	0.0	0.0	0.0	0.0	19.0	8.3	0.0	0.9
7.09	57.4	9.2	368	72.0	6	1.6	55	13.0	143	23082	0.0	32.6	0.0	2.5	0.0	0.0	3.3	0.0	0.0	18.4	0.0	0.0	0.0	0.3	0.0	0.0	39.8	2.8	0.3	0.0
7.19	81.0	10.9	425	76.6	11	2.5	32	7.0	130	11554	0.0	28.6	0.0	2.9	0.0	0.0	5.6	0.0	0.0	7.8	1.2	0.0	0.0	0.2	0.2	0.0	48.9	4.1	0.0	0.5
7.29	74.0	9.9	384	67.5	5	1.3	13	3.3	185	8390	0.0	43.8	0.0	3.5	0.0	0.0	4.0	0.3	0.0	6.4	0.3	0.0	0.0	0.3	0.0	0.0	37.1	4.5	0.0	0.0
7.39	52.3	5.8	308	54.2	14	4.4	23	7.0	260	4295	0.0	39.5	0.0	5.6	0.0	0.3	3.6	0.0	0.0	9.8	0.7	0.0	0.0	0.0	0.0	0.0	36.3	4.3	0.0	0.0
7.49	33.0	1.2	215	30.1	78	26.6	165	43.4	500	378	0.0	25.5	0.0	1.9	0.0	0.5	3.9	0.0	0.0	13.0	1.4	0.0	0.0	0.5	1.4	0.0	48.1	2.9	0.5	0.5
7.59	54.8	2.0	422	55.8	30	6.6	110	20.7	335	1733	0.0	21.7	0.0	2.4	0.0	0.5	3.7	0.2	0.0	14.1	1.0	0.0	0.0	0.2	0.5	0.0	51.1	4.6	0.0	0.0
7.69	47.9	2.6	327	33.8	48	12.8	80	19.7	640	649	0.0	38.7	0.0	4.6	0.0	0.6	1.9	0.3	0.0	12.7	0.9	0.0	0.0	0.6	0.0	0.0	36.8	2.2	0.0	0.6
7.79	62.5	4.7	282	47.2	15	5.1	24	7.8	315	2946	0.0	37.3	0.0	4.4	0.0	0.0	3.6	0.0	0.0	8.3	0.4	0.0	0.0	0.4	0.0	0.0	42.4	2.5	0.0	0.7
7.89	59.5	3.4	414	49.3	25	5.7	45	9.8	425	2058	0.0	38.6	0.0	5.9	0.0	0.3	4.0	0.3	0.0	19.6	1.0	0.0	0.0	0.7	0.3	0.0	28.2	1.0	0.3	0.0
7.99	65.7	2.9	312	43.8	22	6.6	31	9.0	400	471	0.0	38.2	0.0	2.9	0.0	0.0	1.6	0.3	0.0	14.9	0.7	0.0	0.0	0.0	0.7	0.3	38.8	0.7	0.0	1.0
8.09	80.7	3.4	262	58.0	2	0.8	24	8.4	190	2667	0.0	49.0	0.0	2.0	0.0	0.8	3.5	0.4	0.0	13.2	0.8	0.0	0.0	0.0	0.8	0.0	23.7	4.7	0.0	1.2
8.19	78.6	2.3	258	48.0	10	3.7	63	19.6	280	1567	0.0	59.5	0.4	3.6	0.0	0.0	1.6	0.0	0.0	19.1	0.4	0.0	0.0	0.0	0.0	0.0	13.9	0.4	0.0	1.2
8.29	84.9	3.1	254	53.6	10	3.8	11	4.2	220	1965	0.0	49.2	0.0	3.5	0.0	2.0	5.1	0.0	0.0	20.3	0.0	0.0	0.0	0.0	0.4	0.0	15.2	3.5	0.4	0.4
8.39	90.3	2.5	330	51.6	7	2.1	31	8.6	310	1697	0.0	42.5	0.0	4.0	0.0	0.0	2.6	0.0	0.0	25.8	1.4	0.0	0.0	0.0	8.5	0.0	12.2	2.0	0.0	1.1
8.49	89.1	2.8	313	42.4	8	2.5	32	9.3	425	1619	0.0	37.5	0.0	5.5	0.0	0.7	1.3	0.0	0.0	39.7	0.0	0.0	0.0	0.0	0.3	0.0	12.1	2.3	0.3	0.3
8.59	94.5	3.7	332	43.4	14	4.1	60	15.3	433	1670	0.0	27.6	0.0	1.5	0.0	0.6	1.5	0.0	0.0	58.8	0.3	0.0	0.0	0.3	0.9	0.0	4.6	3.0	0.6	0.3
8.69	93.2	1.1	326	42.8	24	6.9	80	19.7	435	552	0.3	18.9	0.0	1.6	0.0	1.9	4.0	0.0	0.0	62.7	1.2	0.3	0.0	0.0	5.9	0.0	1.9	0.0	0.0	1.2
8.79	93.9	1.6	415	53.6	17	3.9	50	10.8	360	1241	0.0	20.5	0.0	0.7	0.0	1.5	2.9	0.0	0.0	48.3	1.0	0.0	0.0	0.0	6.1	0.0	3.4	12.7	0.7	2.2
8.89	97.2	3.6	424	75.9	4	0.9	14	3.2	135	974	0.0	28.1	0.0	0.7	0.0	1.7	4.3	0.0	0.0	36.9	1.7	0.0	0.0	0.0	4.5	0.7	5.0	13.0	1.0	2.6
8.99	93.2	4.8	304	83.5	3	1.0	15	4.7	60	6159	0.0	27.2	0.0	0.0	0.0	1.7	5.7	0.0	0.0	31.2	5.7	0.0	0.0	0.3	5.7	0.0	7.0	13.0	0.3	2.3
9.09	72.5	5.1	358	73.4	4	1.1	35	8.9	130	2967	0.0	36.0	0.9	2.0	0.0	0.9	4.3	0.0	0.0	28.6	2.0	0.0	0.0	0.0	4.6	0.6	7.4	10.6	0.6	1.7
9.19	12.0	1.0	280	65.1	27	8.8	1650	69.9	150	239	0.0	38.9	0.0	1.8	0.0	0.0	1.1	0.0	0.0	8.9	0.7	0.0	0.0	0.0	0.0	0.0	47.1	1.4	0.0	0.0
9.29	32.0	1.0	385	59.7	34	8.1	590	60.5	260	427	0.0	32.5	0.0	1.9	0.0	1.3	1.1	0.0	0.0	26.5	0.5	0.0	0.0	0.0	0.8	0.0	26.2	7.4	0.8	1.1
9.39	58.1	1.0	348	34.9	51	12.8	520	59.9	650	333	0.0	44.3	0.3	0.6	0.0	0.0	2.7	0.6	0.0	3.5	1.8	0.0	0.0	0.0	0.0	0.0	44.3	2.1	0.0	0.0
9.49	73.4	2.1																												
9.59	50.0	2.0																												
9.69	49.6	1.6																												
9.79	35.4	1.2																												
9.89	48.6	2.1																												
9.99	56.2	1.1																												
10.09	85.2	1.3																												
10.19	90.3	1.1																												
10.29	92.0	1.3																												
10.39	94.3	2.5																												
10.49	94.2	4.3																												
10.59	93.5	4.1																												
10.69	93.0	4.6																												
