Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
RC11-162,BUFD_0462,1,Trigger,33.2,139.0333333,1763,49,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,875,0,0,0.004571429,0.002285714,0.017142857,0.001142857,0.010285714,0,0,0,0.188571429,0.152,0.126857143,0.002285714,0.012571429,0,0,0,0.072,0.069714286,0.010285714,0,0.104,0.024,0.006857143,0.002285714,0.001142857,0.006857143,0.005714286,0,0,0,0,0,0,0.171428571,0,0,0,0,0
RC11-187,BUFD_0463,0,Trigger,47.15,-130.1166667,2670,49,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",66,1,,1710,0,0,0,0,0,0.003508772,0,0,0,0,0,0.059064327,0.19122807,0.352046784,0,0,0,0,0.306432749,0,0,0,0.001169591,0,0,0.026900585,0,0,0,0,0.016959064,0,0,0,0,0.039766082,0,0,0,0,0
RC11-211,BUFD_0464,0,Trigger,-1.983333333,-139.7166667,4319,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,98,1,,417,0,0,0.007194245,0,0.047961631,0,0.002398082,0.055155875,0,0,0,0.134292566,0.004796163,0,0.213429257,0.002398082,0.007194245,0,0.098321343,0.007194245,0.004796163,0,0.110311751,0.086330935,0,0.004796163,0.004796163,0.016786571,0,0,0,0.007194245,0.004796163,0.002398082,0,0.165467626,0,0,0,0,0
RC11-217,BUFD_0465,1,Trigger,-14.78333333,-146.8666667,2633,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. ruber pink abundances moved to unidentified, G. truncatulinoides subspecies set to N/A",66,1,,1595,0.003134796,0,0,0,0,0,0,0.000626959,0,0,0,0.000626959,0.000626959,0,0.001253918,0,0.000626959,0,0.023197492,0,0.023197492,0,0.569278997,0.054545455,0.019435737,0.003134796,0.001253918,0.040752351,0.00815047,0,0.000626959,0,0.017554859,0.000626959,0.005015674,0.221943574,0,0,0,0,0
RC11-220,BUFD_0466,0,Trigger,-14.81666667,-139.9666667,2950,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,1128,0.004432624,0,0,0.000886525,0,0,0,0.004432624,0,0,0.000886525,0,0,0,0.003546099,0.003546099,0,0,0.02570922,0,0.013297872,0,0.52748227,0.062943262,0.02748227,0.00177305,0.00177305,0.036347518,0.004432624,0.000886525,0,0.002659574,0.015957447,0.002659574,0.002659574,0.247340426,0,0,0,0,0
RC11-227,BUFD_0467,0,Piston,-5.983333333,-114.6166667,4158,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,272,0,0,0,0,0.102941176,0,0,0.161764706,0,0,0,0.533088235,0.033088235,0,0.077205882,0.018382353,0,0,0,0,0.018382353,0,0.003676471,0.018382353,0,0.003676471,0,0.003676471,0.003676471,0,0,0,0,0.014705882,0,0.003676471,0,0,0,0,0
RC11-230,BUFD_0468,0,Trigger,-8.8,-110.8,3259,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,322,0,0,0,0,0.086956522,0,0,0.01863354,0,0.00621118,0,0.121118012,0.00310559,0,0.093167702,0.01863354,0.01552795,0,0.043478261,0.00310559,0.01242236,0,0.149068323,0.167701863,0.00931677,0.00310559,0.00621118,0.040372671,0.00621118,0.00310559,0,0.00621118,0,0,0.00310559,0.183229814,0,0,0,0,0
RC11-232,BUFD_0469,0,Trigger,-11.33333333,-106.9666667,3762,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,296,0,0,0,0,0.033783784,0,0,0.361486486,0,0,0,0.297297297,0,0.006756757,0.118243243,0.064189189,0,0,0.003378378,0,0.006756757,0,0.006756757,0.040540541,0,0.003378378,0.016891892,0.023648649,0.003378378,0,0,0,0,0.013513514,0,0,0,0,0,0,0
RC11-237,BUFD_0470,0,Trigger,-1.533333333,-85.81666667,2776,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,336,0,0,0,0,0.041666667,0,0,0,0,0,0,0.62202381,0.136904762,0.026785714,0.017857143,0.00297619,0,0,0.06547619,0.00297619,0.005952381,0,0,0.008928571,0,0.005952381,0,0.00297619,0.005952381,0,0,0,0,0.00297619,0,0.038690476,0,0,0,0,0
RC11-255,BUFD_0471,1,Trigger,30.73333333,-75.31666667,3728,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. adamsi abundances moved to unidentified,2,1,,384,0,0,0,0.018229167,0.033854167,0.002604167,0.075520833,0.005208333,0,0,0.015625,0.033854167,0,0,0.018229167,0,0,0,0.013020833,0.0625,0.010416667,0.028645833,0.333333333,0.083333333,0.033854167,0.010416667,0,0.083333333,0.046875,0,0,0.002604167,0,0,0,0.083333333,0,0,0,0,0
RC11-260,BUFD_0472,0,Trigger,38.03333333,-70.8,3835,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,555,0,0,0,0,0.012612613,0,0.001801802,0.001801802,0,0,0.221621622,0.167567568,0.358558559,0.001801802,0.003603604,0,0,0,0.100900901,0.018018018,0.005405405,0.009009009,0.027027027,0.007207207,0,0.001801802,0,0.001801802,0,0,0,0,0.001801802,0,0,0.045045045,0,0,0,0,0
RC12-7,BUFD_0474,1,Trigger,27.15,-91.55,1942,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,325,0,0,0,0.003076923,0.123076923,0,0.116923077,0.027692308,0,0,0,0.04,0,0,0.076923077,0,0,0,0.030769231,0.018461538,0.015384615,0.055384615,0.332307692,0.030769231,0,0.009230769,0,0.036923077,0.027692308,0,0,0,0,0,0.006153846,0.043076923,0,0,0,0,0
RC12-9,BUFD_0475,0,Trigger,25.78333333,-94.23333333,3263,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,244,0,0,0.004098361,0,0.086065574,0.008196721,0.151639344,0.040983607,0,0,0,0.016393443,0,0,0.155737705,0,0,0,0.049180328,0.008196721,0.008196721,0.086065574,0.135245902,0.036885246,0.004098361,0.040983607,0,0.024590164,0.040983607,0,0,0,0.004098361,0,0,0.073770492,0,0,0,0,0
RC12-10,BUFD_0476,1,Trigger,23.4,-95.53333333,3054,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,337,0,0,0,0.002967359,0.026706231,0.005934718,0.103857567,0.011869436,0,0,0,0.017804154,0,0,0.091988131,0,0,0,0.020771513,0,0.026706231,0.097922849,0.376854599,0.041543027,0,0.035608309,0.005934718,0.014836795,0.03264095,0,0,0,0.008902077,0,0,0.047477745,0,0,0,0,0
RC12-12,BUFD_0477,1,Trigger,22.9,-93.66666667,3749,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,324,0,0,0,0.00308642,0.064814815,0,0.083333333,0.030864198,0,0,0,0.043209877,0,0,0.092592593,0,0,0,0.00617284,0.009259259,0.00617284,0.077160494,0.345679012,0.098765432,0.009259259,0.018518519,0,0.021604938,0.027777778,0,0,0,0.009259259,0,0.00308642,0.046296296,0,0,0,0,0
RC12-19,BUFD_0479,1,Trigger,20.45,-86.13333333,1646,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,327,0,0,0.006116208,0.006116208,0.027522936,0,0.01529052,0.006116208,0,0,0,0.048929664,0.003058104,0,0.012232416,0,0,0,0,0,0.01529052,0.113149847,0.336391437,0.168195719,0.006116208,0.03058104,0,0.097859327,0.036697248,0,0,0,0.009174312,0,0.006116208,0.042813456,0,0,0,0,0
RC12-107,BUFD_0480,1,Trigger,-26,169.2,3115,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. ruber pink abundances moved to unidentified,66,1,,465,0,0,0.032258065,0.006451613,0.002150538,0.004301075,0.002150538,0,0,0,0.079569892,0.025806452,0.004301075,0,0.010752688,0,0,0,0.038709677,0.066666667,0.015053763,0,0.333333333,0.086021505,0.012903226,0.015053763,0.002150538,0.03655914,0.034408602,0,0.004301075,0,0,0,0,0.174193548,0,0,0,0,0
RC12-109,BUFD_0481,1,Trigger,-25.88333333,157.8666667,2930,81,0,0.06,0.03,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. crassula identified",98,1,,339,0,0,0.061946903,0.03539823,0,0,0.005899705,0,0,0,0.050147493,0.079646018,0,0,0.02359882,0,0,0,0.041297935,0.088495575,0.017699115,0,0.268436578,0.12979351,0.01179941,0.029498525,0.002949853,0.056047198,0.029498525,0,0,0,0.002949853,0,0,0.056047198,0,0,0,0,0
RC12-113,BUFD_0482,1,Trigger,-24.88333333,163.5166667,2454,81,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. crassula identified",98,1,,398,0,0,0.040201005,0.007537688,0,0,0.005025126,0,0,0,0.067839196,0.037688442,0.002512563,0,0.012562814,0,0,0,0.060301508,0.075376884,0.025125628,0,0.354271357,0.087939698,0.022613065,0.01758794,0,0.020100503,0.032663317,0,0,0,0.007537688,0.002512563,0,0.103015075,0,0,0,0,0
RC12-121,BUFD_0483,0,Trigger,-3.733333333,168.3833333,3519,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,396,0,0,0,0,0.007575758,0,0,0.007575758,0,0,0,0.02020202,0,0,0.151515152,0.007575758,0.007575758,0,0.065656566,0.017676768,0.04040404,0,0.282828283,0.123737374,0.005050505,0.002525253,0,0.088383838,0.007575758,0,0,0.005050505,0.005050505,0.002525253,0,0.151515152,0,0,0,0,0
RC12-122,BUFD_0484,1,Trigger,-1.266666667,166.7166667,4250,81,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. ruber pink abundances moved to unidentified, sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",66,1,,326,0,0,0,0,0,0,0,0.070552147,0,0,0,0.036809816,0.009202454,0,0.785276074,0.003067485,0,0,0.006134969,0,0.003067485,0,0,0.036809816,0,0,0,0.015337423,0,0,0,0,0,0.018404908,0,0.003067485,0,0,0,0,0
RC12-123,BUFD_0485,1,Trigger,1.633333333,164.8166667,4285,49,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,420,0,0,0,0,0.016666667,0,0.002380952,0.078571429,0,0,0,0.021428571,0,0,0.783333333,0.007142857,0,0,0,0,0.004761905,0,0.00952381,0.004761905,0,0,0,0.023809524,0,0,0,0,0.002380952,0.04047619,0,0,0,0,0,0,0
RC12-124,BUFD_0486,1,Trigger,3.6,163.3333333,4424,49,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",66,1,,559,0,0,0.001788909,0,0.032200358,0.003577818,0,0.093023256,0,0,0,0.084078712,0.001788909,0,0.567084079,0.007155635,0,0,0.016100179,0,0.023255814,0,0.005366726,0.08765653,0,0.001788909,0.012522361,0.041144902,0.001788909,0,0,0,0,0.012522361,0,0.005366726,0,0,0.001788909,0,0
RC12-138,BUFD_0487,1,Trigger,33,134.15,605,49,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,1127,0,0,0.000887311,0,0.002661934,0.002661934,0.007098492,0.000887311,0,0,0.099378882,0.185448092,0.106477374,0.005323869,0.044365572,0,0,0,0.149068323,0.06743567,0.009760426,0,0.164152618,0.028393966,0.005323869,0.003549246,0,0.00621118,0.015084295,0,0.002661934,0,0.001774623,0,0,0.084294587,0,0,0,0,0
RC12-139,BUFD_0488,1,Trigger,32.3,134.15,3153,49,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,362,0,0,0.002762431,0,0.005524862,0,0.019337017,0,0,0,0.245856354,0.267955801,0.165745856,0,0.074585635,0,0,0,0.085635359,0.024861878,0.002762431,0,0.05801105,0.008287293,0.002762431,0.005524862,0.002762431,0,0,0,0,0,0,0,0,0.019337017,0,0,0,0,0
RC12-143,BUFD_0489,1,Trigger,29.76666667,133.2833333,2350,49,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,1041,0,0,0,0,0.006724304,0.013448607,0.085494717,0.002881844,0,0.00192123,0.204610951,0.07012488,0.169068204,0.008645533,0.021133525,0.000960615,0,0,0.074927954,0.021133525,0.018251681,0,0.122958694,0.057636888,0,0.030739673,0.00192123,0.012487992,0.005763689,0,0,0,0,0.003842459,0,0.051873199,0,0,0.003842459,0,0
RC12-146,BUFD_0490,1,,29.55,131.4166667,3922,49,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,313,0,0,0.006389776,0,0.019169329,0.006389776,0.009584665,0.019169329,0,0,0.156549521,0.178913738,0.015974441,0,0.108626198,0,0,0,0.067092652,0.076677316,0.015974441,0,0.086261981,0.031948882,0.006389776,0.006389776,0.003194888,0.009584665,0.012779553,0,0,0,0.009584665,0,0,0.137380192,0,0,0,0,0
RC12-173,BUFD_0491,0,Trigger,20.78333333,-157.9333333,1476,49,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,66,1,,303,0,0,0.00330033,0,0.01650165,0,0.00330033,0,0,0,0,0.02640264,0.00330033,0,0,0,0.00330033,0,0,0.00330033,0.02310231,0,0.521452145,0.079207921,0.066006601,0.00660066,0.00330033,0.04290429,0.02310231,0,0,0,0.03630363,0,0,0.125412541,0,0,0,0,0
RC12-210,BUFD_0492,0,Trigger,-24.2,-177.6,1529,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,98,1,,346,0,0,0.063583815,0.005780347,0,0,0.01734104,0,0,0,0.037572254,0.014450867,0,0,0,0,0,0,0,0.023121387,0.057803468,0,0.416184971,0.167630058,0.020231214,0.014450867,0.005780347,0.054913295,0.01734104,0,0,0,0.00867052,0,0.002890173,0.069364162,0,0,0,0,0
RC12-233,BUFD_0493,0,Piston,-56.83333333,-66.93333333,1866,257,,,0.015,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,351,0,0,0.005698006,0.008547009,0,0.002849003,0.042735043,0,0,0,0.07977208,0.005698006,0.03988604,0.347578348,0,0,0,0,0.358974359,0.022792023,0,0,0,0,0,0.002849003,0,0,0,0,0.048433048,0,0,0,0,0.031339031,0,0,0,0,0
RC12-235,BUFD_0494,0,Piston,-50.41666667,-54.13333333,1525,257,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,428,0,0,0,0,0,0,0.023364486,0,0,0,0.063084112,0.011682243,0.030373832,0.492990654,0,0,0,0,0.294392523,0.021028037,0,0,0,0,0,0,0,0,0,0,0.025700935,0,0,0,0,0.03271028,0,0,0,0,0
RC12-241,BUFD_0495,1,Piston,-43.46666667,-57.65,3499,11,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",50,1,,316,0,0,0,0,0,0,0.025316456,0,0,0,0.246835443,0.041139241,0.224683544,0.155063291,0,0,0,0,0.234177215,0.018987342,0,0,0,0,0,0,0,0,0,0,0.041139241,0,0,0,0,0.012658228,0,0,0,0,0
RC12-266,BUFD_0496,1,Trigger,-39.81666667,-24.78333333,3939,11,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",50,1,,415,0,0,0,0.01686747,0,0.002409639,0.101204819,0,0,0,0.306024096,0.01686747,0.339759036,0.007228916,0,0,0,0,0.120481928,0.026506024,0,0,0.019277108,0,0,0.007228916,0,0,0,0,0.014457831,0,0,0,0,0.014457831,0,0,0,0,0
RC12-268,BUFD_0497,0,Trigger,-37.86666667,-28.86666667,3933,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,345,0,0,0,0.063768116,0,0,0.069565217,0,0,0,0.27826087,0.017391304,0.414492754,0.020289855,0,0,0,0,0.060869565,0.023188406,0,0,0.028985507,0.002898551,0,0.002898551,0,0,0,0,0.002898551,0,0,0,0,0.002898551,0,0,0.002898551,0,0
RC12-291,BUFD_0498,0,Piston,-42.58333333,-17.8,3508,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,328,0,0,0,0,0,0,0.097560976,0,0,0,0.140243902,0.018292683,0.112804878,0.033536585,0,0,0,0,0.405487805,0.021341463,0,0,0,0,0,0.00304878,0,0.00304878,0,0,0.109756098,0,0,0,0,0.045731707,0,0,0,0,0
RC12-292,BUFD_0499,1,Trigger,-39.66666667,-15.46666667,3541,11,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",50,1,,391,0,0,0,0.069053708,0,0.017902813,0.05370844,0,0,0,0.41943734,0,0.058823529,0.015345269,0,0,0,0,0.076726343,0.138107417,0,0,0,0,0,0.00511509,0,0,0,0,0.015345269,0,0,0,0,0.112531969,0,0,0,0,0
RC12-293,BUFD_0500,0,Trigger,-36.88333333,-13.15,3393,11,,,0.025,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,403,0,0,0,0.022332506,0,0.017369727,0.079404467,0,0,0,0.297766749,0,0.054590571,0,0,0,0,0,0.138957816,0.285359801,0,0,0.022332506,0,0.00248139,0.004962779,0,0.007444169,0,0,0.017369727,0,0,0,0,0.034739454,0,0,0,0,0
RC12-294,BUFD_0501,0,Piston,-37.25,-10.08333333,3308,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,371,0,0,0,0.032345013,0,0.002695418,0.080862534,0,0,0,0.28032345,0.010781671,0.113207547,0.008086253,0,0,0,0,0.229110512,0.172506739,0,0,0.010781671,0,0,0.005390836,0,0,0.002695418,0,0.016172507,0,0,0,0,0.018867925,0,0,0,0,0
RC12-297,BUFD_0502,0,Piston,-36.15,-6.716666667,3528,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,411,0,0,0,0.01703163,0,0,0.053527981,0,0,0,0.306569343,0.00486618,0.216545012,0.01946472,0,0,0,0,0.296836983,0.04622871,0,0,0.01703163,0,0,0.00243309,0,0,0,0,0.00486618,0,0,0,0,0.00729927,0,0,0,0,0
RC12-298,BUFD_0503,0,Piston,-34.95,-4.75,2213,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,345,0,0,0.002898551,0.031884058,0,0.008695652,0.060869565,0,0,0,0.266666667,0,0.211594203,0.008695652,0,0,0,0,0.12173913,0.176811594,0,0,0.043478261,0,0,0.005797101,0,0.002898551,0,0,0.031884058,0,0,0,0,0.011594203,0,0,0,0,0
RC12-299,BUFD_0504,1,Trigger,-34.06666667,1,4296,11,0,0.05,0.025,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,50,1,,544,0,0,0.001838235,0.086397059,0,0,0.079044118,0,0,0,0.345588235,0.011029412,0.336397059,0.011029412,0,0,0,0,0.045955882,0.025735294,0,0,0.022058824,0.001838235,0,0.009191176,0.005514706,0.003676471,0,0,0.003676471,0,0,0.001838235,0,0.003676471,0,0,0,0,0
RC12-300,BUFD_0505,1,Trigger,-32.88333333,2.833333333,4652,11,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",50,1,,404,0,0,0.002475248,0.054455446,0,0,0.027227723,0,0,0,0.482673267,0.007425743,0.252475248,0.007425743,0,0,0,0,0.03960396,0.024752475,0,0,0.047029703,0,0,0.004950495,0.012376238,0.004950495,0.012376238,0,0,0,0,0.002475248,0,0.002475248,0,0,0,0,0
RC12-303,BUFD_0506,0,Trigger,-30.46666667,11.53333333,4250,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,324,0,0,0,0.037037037,0,0,0.024691358,0,0,0,0.490740741,0.024691358,0.358024691,0.009259259,0,0,0,0,0.00617284,0.00308642,0,0,0.021604938,0,0,0,0.009259259,0.00617284,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0
RC12-304,BUFD_0507,0,Trigger,-33.21666667,29.18333333,3290,129,,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,994,0.001006036,0,0,0.002012072,0.014084507,0.009054326,0.006036217,0.001006036,0,0,0.072434608,0.062374245,0,0,0.020120724,0,0.002012072,0,0.059356137,0.067404427,0.009054326,0,0.295774648,0.062374245,0.009054326,0.004024145,0.00804829,0.025150905,0.040241449,0,0.003018109,0,0.009054326,0,0,0.212273642,0,0,0,0,0
RC12-305,BUFD_0508,1,Trigger,-30.3,34.03333333,2794,129,,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. ruber pink abundances moved to unidentified,2,1,,994,0.001006036,0,0,0,0.012072435,0.010060362,0.007042254,0.001006036,0,0,0.252515091,0.055331992,0.014084507,0.001006036,0.014084507,0,0.002012072,0,0.057344064,0.033199195,0.002012072,0,0.19416499,0.068410463,0.012072435,0.013078471,0.005030181,0.065392354,0.04527163,0,0.001006036,0,0.00804829,0,0,0.113682093,0,0,0,0,0
RC12-306C,BUFD_0509,1,Trigger,-26.93333333,37,2501,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. ruber pink abundances moved to unidentified, G. truncatulinoides subspecies set to N/A",2,1,,412,0,0,0,0.002427184,0.026699029,0.012135922,0,0.002427184,0,0,0.075242718,0.087378641,0.019417476,0.004854369,0.007281553,0.058252427,0,0,0.029126214,0.038834951,0.024271845,0,0.330097087,0.097087379,0.009708738,0.029126214,0.004854369,0.02184466,0.007281553,0,0,0,0.014563107,0.009708738,0,0.060679612,0,0,0,0,0
