Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Laboratory,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,Datatype
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.53,Bremen,Niebler et al. (in press),M.W.,May-03,0.7,0.55,2.46,60.54,63,0,6.49,1.73,8.22,0,,1.4,0.61,3.88,0,0,4.85,0,0,0,0.49,0.55,0.61,0,0,0.12,0.55,0.97,2.73,3.7,0.36,,0,0.24,0,0.03,0,0,0.03,2,8.61,0,0,0,,0.03,,556,3
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.58,Bremen,Niebler et al. (in press),M.W.,May-03,0.23,0.11,5,69.18,74.18,0,4.32,0.5,4.82,0.02,,1.33,0.14,1.27,0,0,1.62,0,0,0,0.14,0.57,0.19,0,0,0,0.32,0.14,1.61,1.75,0.2,,0,0,0,0,0,0,0,0.79,12.48,0,0,0,,0,,514,3
GeoB1032-3,,-22.915,6.0367,-2505,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,3.02,0,0.71,4.25,4.96,0.85,0,0,0,0,,1.15,0.28,15.71,1.7,0,1.13,0,0.57,2.26,34.4,0.71,35.82,0,0,0,20.39,2.12,1.79,3.91,0,,1.59,0.57,0,0,0,0,0,0,5.38,0,0,0,,0,,428,3
GeoB1032-3,,-22.915,6.0367,-2505,South Atlantic,0.43,Bremen,Niebler et al. (in press),M.W.,May-03,3.19,0,1.19,6.6,7.79,1.06,0.07,0.13,0.2,0,,0.93,4.09,14.05,1.58,0.07,0.53,0,0,2.77,34.84,0.92,35.5,0,0,0,14.98,2.66,1.19,3.85,0.07,,0.77,1.19,0,0,0,0,0,0,6.47,0,0,0,,0,,587,3
GeoB1034-3,,-21.735,5.4217,-3772,South Atlantic,0.23,Bremen,Niebler et al. (in press),M.W.,May-03,3.01,0,0,10.39,10.39,0,0.42,0.11,0.53,0,,1.06,0.09,17.48,0.53,0.09,0.71,0,1.77,1.77,26.87,1.06,28.55,0,0,0,21.92,2.06,1.9,3.96,0.09,,0.64,1.46,0,0,0,0,0,0,4.91,0,0,0,,0,,780,3
GeoB1041-3,,-3.475,-7.6,-4033,South Atlantic,0.53,Bremen,Niebler et al. (in press),M.W.,May-03,2.44,0.04,0.32,11.55,11.87,0,1.8,0.88,2.68,0,,1.16,0,18.11,0,0,0,0,0,0,14.23,9.71,15.83,0,0,0.16,31.53,0,0.24,0.24,2.56,,0,0,0,0,0,0,0,0,3.68,0,0,0,,0,,558,3
GeoB1041-3,,-3.475,-7.6,-4033,South Atlantic,0.58,Bremen,Niebler et al. (in press),M.W.,May-03,3.8,0,0.46,8.29,8.75,0,2.74,0.76,3.5,0,,0.68,0,12.47,0,0,0,0,0.61,0.61,14.6,7.07,16.12,0,0,0,37.19,0,0.08,0.08,2.97,,0,2.13,0,0.08,0,0,0.08,0,3.95,0,0,0,,0,,380,3
GeoB3603-2,,-35.125,17.5433,-2840,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.99,0,0,1.73,1.73,0,0,0,0,0,,0.49,0,16.3,0,0,0,0,0,1.24,60.99,0,60.99,0,0,0,12.35,0,2.47,2.47,0,,0,0,0,0,0,0,0,0,3.46,0,0,0,,0,,438,3
GeoB3603-2,,-35.125,17.5433,-2840,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,0.83,0,0,0.28,0.28,0,0.83,0,0.83,0,,0.83,0,16.53,0.28,0,0,0,0.55,0.55,58.13,1.65,58.13,0,0,0,13.5,0,1.1,1.1,0,,0,0,0,0,0,0,0,0,4.96,0,0,0,,0,,401,3
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.83,Bremen,Niebler et al. (in press),M.W.,May-03,0.13,0,0,0,0,0,0,0,0,0,,0,0,4.08,0,0,0,0,0,1.93,84.82,0,84.82,0,0,0,7.69,0.38,0,0.38,0,,0.97,0,0,0,0,0,0,0,0,0,0,0,,0,,715,3
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.88,Bremen,Niebler et al. (in press),M.W.,May-03,0.7,0,0,0.06,0.06,0,0,0,0,0,,0.16,0.47,8.29,0,0.37,0,0,0,0.99,79.16,0.03,79.35,0,0,0,8.82,0.23,0,0.23,0,,0.36,0,0,0,0,0,0,0,0.16,0,0,0,,0,,1070,3
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.93,Bremen,Niebler et al. (in press),M.W.,May-03,0.32,0,0,0.05,0.05,0,0,0,0,0,,0,0,2.44,0,0,0,0,0,0.23,89.88,0,89.88,0,0,0,6.09,0.27,0,0.27,0,,0.72,0,0,0,0,0,0,0,0,0,0,0,,0,,1056,3
GeoB3722-2,,-25.25,12.0217,-3506,South Atlantic,0.98,Bremen,Niebler et al. (in press),M.W.,May-03,0.12,0,0,0.05,0.05,0,0,0,0,0,,0,0,5.29,0,0,0,0,0,1.1,86.41,0,86.41,0,0,0,5.13,0.76,0,0.76,0,,1.15,0,0,0,0,0,0,0,0,0,0,0,,0,,876,3
GeoB3801-6,,-29.5117,-8.305,-4546,South Atlantic,0.18,Bremen,Niebler et al. (in press),M.W.,May-03,0.78,1.01,0,15.01,15.01,0,2.39,0.07,2.46,0,,1.49,0,18.22,6.42,0.37,4.18,0,0.6,0,12.84,0.15,12.84,0,0,0,18.59,5.94,1.68,7.62,0.67,,3.88,0,0.6,0,0,0,0,0.34,4.18,0,0.6,0,,0,,485,3
GeoB3808-6,,-30.8117,-14.7117,-3213,South Atlantic,0.18,Bremen,Niebler et al. (in press),M.W.,May-03,0.66,0.41,0.06,18.52,18.58,0,0.38,0.03,0.41,0,,3.17,0,25.17,0.75,0.19,2.89,0,0,0.75,9.79,0.13,9.79,0,0,0,16.16,6.75,1.1,7.85,0.82,,2.64,1.57,1.51,0,0,0,0,0.16,6.15,0,0.25,0,,0,,732,3
GeoB3813-3,,-32.2683,-21.9667,-4331,South Atlantic,0.13,Bremen,Niebler et al. (in press),M.W.,May-03,0.2,0.69,0,13.9,13.9,0,0.45,0.09,0.54,0,,0.45,0,15.24,2.08,0.15,0.89,0,0,0.59,30.62,0.45,30.84,0,0,0,17.56,8.31,0.28,8.59,0.89,,2.99,0.07,0,0,0,0,0,0.02,3.86,0,0,0,,0,,580,3
GeoB5112-5,,-23.825,-16.2583,-3841,South Atlantic,0.16,Bremen,Niebler et al. (in press),M.W.,May-03,0.95,0.9,2.33,29.15,31.48,0,7.1,0.58,7.68,0,,2.28,0.48,7.58,1.8,0.11,11.65,0,0,0,1.27,0,1.27,0,0,0,10.97,2.81,3.29,6.1,0.05,,0.42,1.48,0,0.05,0.64,0,0.69,3.18,10.92,0,0,0,,0,,638,3
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.14,Bremen,Niebler et al. (in press),M.W.,May-03,1.31,0.6,1.21,34.52,35.73,0,4.36,0.2,4.56,0,,4.96,1.07,7.38,1.34,1.51,9.73,0,0,0.34,0.34,0,0.34,0,0,0,8.12,2.82,4.16,6.98,0.07,,0.3,1.41,0,0,0.07,0,0.07,1.41,12.68,0,0,0,,0.1,,804,3
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.15,Bremen,Niebler et al. (in press),M.W.,May-03,1.79,0.17,1.06,33.6,34.66,0,4.81,0.23,5.04,0.07,,5.51,1.53,6.7,1.06,1,11.28,0,0.27,0,1.33,0,1.66,0,0,0.07,7.03,2.72,3.85,6.57,0.27,,0.6,2.26,0,0,0,0,0,1.43,11.01,0,0,0,,0.07,,716,3
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.16,Bremen,Niebler et al. (in press),M.W.,May-03,1.32,0.79,2.36,31.19,33.55,0,4.28,0.47,4.75,0,,3.15,1.83,8.19,1.64,0.25,7.69,0,0,0,1.51,0,1.51,0,0,0.28,8.48,2.9,2.43,5.33,0.16,,0.16,2.27,0,0,0,0,0,3.02,15.37,0,0,0,,0.25,,575,3
GeoB5115-2,,-24.1433,-14.0433,-3291,South Atlantic,0.17,Bremen,Niebler et al. (in press),M.W.,May-03,1.43,0.38,1.14,32.73,33.87,0,5.37,0.41,5.78,0,,4.91,0.82,4.99,0.93,1.78,9.46,0,0,0.47,1.4,0,1.4,0,0,0.53,9.08,2.1,3.12,5.22,0.32,,0.67,1.05,0,0,0,0,0,2.74,14.01,0,0,0,,0.15,,657,3
GeoB5121-2,,-24.1833,-12.0217,-3486,South Atlantic,0.16,Bremen,Niebler et al. (in press),M.W.,May-03,1.41,1.1,0.97,24.25,25.22,0,4.98,0.31,5.29,0,,3.53,0.18,7.41,3.97,0.97,13.49,0,0,0.44,0.62,0,1.68,0,0,0,9.57,3,3.62,6.62,0.84,,0.57,2.29,0,0,0,0,0,1.32,12.87,0,0.71,0,,0.18,,646,3
GeoB5133-3,,-19.0867,-10.1917,-3660,South Atlantic,0.18,Bremen,Niebler et al. (in press),M.W.,May-03,1.18,0.24,0.87,24.38,25.25,0,5.93,1.08,7.01,0,,2.21,0,10.78,9.6,0.42,7.43,0,0,0.09,3.01,0.05,3.67,0,0,0.24,11.39,0.66,3.39,4.05,1.39,,0.02,3.76,0.38,0,0.12,0,0.12,0.38,9.98,0,0.38,0,,0,,800,3
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.1,Bremen,Niebler et al. (in press),M.W.,May-03,0.68,0.33,1.42,22.81,24.23,0.81,5.77,1.11,6.88,0.05,,1.09,0,7.06,4.56,0.2,23.49,0.41,0,2.53,2.13,0.08,2.13,0,0,0.1,6.2,1.75,2.23,3.98,0.33,,0,0.81,0,0,0.15,0,0.15,0.33,12.3,0,1.22,0.41,,0.05,,655,3
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.11,Bremen,Niebler et al. (in press),M.W.,May-03,1.23,0.78,1.56,22.82,24.38,0.26,7.78,2.66,10.44,0.06,,1.43,0.84,6.1,3.31,0.06,21.86,0.52,0,0.52,0.91,0.26,1.3,0,0,0.19,5.77,2.01,1.43,3.44,1.3,,0,1.36,0.84,0,0.26,0.06,0.26,0.45,12.97,0,0,0.52,,0,,780,3
GeoB5140-3,,-19.0517,-16.6133,-3660,South Atlantic,0.12,Bremen,Niebler et al. (in press),M.W.,May-03,0.37,0.48,0.4,28.73,29.13,0,6.7,1.02,7.72,0.04,,1.61,0.88,7.76,4.54,0,19.17,0.88,0.29,1.17,2.93,0.18,3.37,0,0,0.22,5.2,1.72,2.27,3.99,1.32,,0,1.02,1.17,0.07,0,0,0.07,0.18,9.22,0,0,0.88,,0.04,,570,3
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.48,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.3,0,4.3,16.2,20.5,0.3,10.6,4,14.6,0,,0.8,1.6,4,1.3,0,0.8,0.3,1.1,0,13.6,14.4,14.6,,,1.9,5.3,0,6.1,6.1,2.7,,0,0.5,,0.3,0.3,,0.5,0.3,8,,,0.3,0,,,,1
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.51,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.9,0,2.3,12.5,14.8,0,6.3,7.7,14,0,,1.1,0.9,4.6,0.6,0.3,0,0,0.6,0,18.8,15.4,21.9,,,0.3,4.3,0,8.5,8.5,2.3,,0,0.3,,0,0,,0,0,9.1,,,0,0,,,,1
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.54,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.2,0,2.7,15.3,18,0.5,3.5,2.5,6,0,,0.2,0.7,5.9,0.7,0,0.5,0.2,1,0.5,16.1,17.8,19.1,,,0.2,6.7,0,5.7,5.7,3,,0,0.5,,0,0,,0,0,12.1,,,0.2,0,,,,1
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.57,Kiel,Pflaumann et al. (in press),M. W. ,39222,1,0,2.6,9.4,12,0.5,8.4,6,14.4,0,,0.8,0.8,6,0,0.3,0,0,0.8,0.5,11,19.4,13.6,,,0,6.5,0.3,11.3,11.5,3.9,,0,0.3,,0,0,,0,0,7.1,,,0,0,,,,1
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.6,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.5,0,0.5,10.2,10.7,0.5,3.8,2.5,6.3,0,,0.3,1.1,8.2,0.3,0.5,0,0,0.5,0.3,19.8,19,23.1,,,0,4.4,0.3,8.2,8.5,6.6,,0,0,,0,0,,0,0.3,8.8,,,0,0,,,,1
V30-40,,-0.2,-23.15,-3706,South Atlantic,0.63,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.5,0,0.8,8.5,9.3,0,4.9,5.8,10.7,0,,1.1,1.6,4.9,0,0.3,0.3,0,1.4,0.5,15.3,25.5,18.6,,,0,6.3,0,10.7,10.7,3.3,,0,0,,0,0,,0,0,4.4,,,0,0,,,,1
GIK16772-2,,-1.35,-11.9617,-3912,South Atlantic,0.3,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.6,0,2.6,3.8,6.4,0,1.7,1,2.7,0,,3.1,0.3,8,0.3,0,1,0,0,0.3,2.5,23.6,7.4,,,0,36.2,0,3,3,3.6,,0,0,,0,0,,0,0,3.1,,,0,0,,,,1
GIK16772-2,,-1.35,-11.9617,-3912,South Atlantic,0.4,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.1,0,0.1,2.9,3,0,1,1.3,2.3,0,,1.4,0.1,6.6,0,0,0.6,0,0,0,5.9,22.9,19.2,,,0,25.8,0,3.6,3.6,8.8,,0,0.1,,0,0,,0,0,5.2,,,0,0,,,,1
GIK16867-2,,-2.2017,5.1017,-3891,South Atlantic,0.55,Kiel,Pflaumann et al. (in press),M. W. ,39222,3.7,0,12.5,9.2,21.7,0.3,3.5,0.9,4.4,0,,2.6,0.5,10.4,0,0,0.3,0,0.3,0.3,5.8,19.7,7.4,,,0.2,18,0,0,0,6.1,,0,0.5,,0.7,0,,0.7,0,2.8,,,0,0,,,,1
GIK16867-2,,-2.2017,5.1017,-3891,South Atlantic,0.65,Kiel,Pflaumann et al. (in press),M. W. ,39222,5.3,0,11.7,9.4,21.1,0,1.3,0.7,2,0,,2.5,0.2,16.3,0,0,0,0,0.3,0,4.2,10.8,5.3,,,0,22.8,0,0.2,0.2,8.2,,0.2,1.5,,0.2,0,,0.2,0,3.2,,,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.65,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,7.2,0,7.2,0,,0.3,5,1.7,0,0,0.6,0,0,0,0,0,1.7,,,0,0,0,0,0,0,,0.6,0,,27,28.9,,55.9,8.3,17.4,,,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.7,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.3,0.8,1.5,38.4,39.9,1.5,20.1,6.2,26.3,0,,2.8,0.3,0.3,0,0,1.3,0,0,0,0,4.9,0,,,0,1.8,0.3,5.2,5.4,0.3,,0,0,,0,0,,0,0,14.2,,,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.7,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0.2,5.4,0,5.4,0,,0,2.5,0.8,0.6,0,0.2,0.2,0,0,0,0,1.3,,,0,0,0,0,0,0,,0.2,0.4,,29.5,33.5,,63,8.2,15.1,,,0.2,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.76,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.2,0,0,0,0,0,3.8,0,3.8,0,,0,4.5,2.1,0.7,0,0.5,0,0,0,0,0,1.2,,,0,0,0,0,0,0,,0.5,0.2,,28.9,31.1,,60,5.6,16.5,,,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.8,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.4,0.2,2.6,24.4,27,1.6,7.9,4.3,12.2,0,,1.2,1,0,0.6,0,11.2,0.2,0,0,0,5.9,0,,,0,1.8,0.4,3.9,4.3,0.2,,0,1,,0.6,0,,0,0.2,30.1,,,0.2,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.8,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,5.7,0,5.7,0,,0.2,4.2,2.3,0.8,0,0.6,0.8,0.2,0,0,0.2,1.7,,,0,0,0,0,0,0,,0.2,0.4,,28.3,32.7,,61,6.3,13.4,,,0.8,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.85,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0.2,0,0.2,0,3,0,3,0.4,,0,4.7,1.5,1.9,0,0.4,0.2,0.2,0,0,0.2,2.3,,,0,0,0,0,0,0,,0.2,0.2,,28.9,31.3,,60.2,4.5,14.3,,,0.2,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.5,,,,,0.3,0.3,6.2,23.1,29.3,0,6.2,5.2,11.4,0,0,0.3,1.3,3.6,1.3,0.3,0,0,0,0,1.3,20.5,6.8,0,0,0,0,0.3,12.1,12.4,2.6,0,0,0,0,0,0,0,0,0.7,8.5,0,0,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.52,,,,,0,0.3,9.4,23.7,33.1,0,6.9,5.1,12,0,0,1.4,0.9,4,0.9,0,0.3,0,0.3,0,0,14.9,4.3,0,0,0.3,2.6,0.6,10.6,11.1,1.7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.55,,,,,0.3,0.9,8.8,21,29.8,0.6,5.6,6.9,12.5,0,0,0.9,0.9,2.5,0.6,0.3,0.3,0,0,0,0,20.4,4.7,0,0,0.3,1.3,0.3,6.9,7.2,3.8,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.57,,,,,0,0,11,19.3,30.3,0.7,7.6,7.6,15.2,0,0,0.3,1,3.3,0,0.3,0.3,0,0,0.3,1.7,18.9,4.7,0,0,0.3,1.7,0,5.6,5.6,3.7,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.6,,,,,0,0.6,12.7,16.5,29.2,0.3,9.9,5.3,15.2,0,0,1.9,0.6,0.9,0.9,0,1.2,0,0,0,1.9,18.9,6.5,0,0,0,1.2,0.3,6.8,7.1,2.5,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,,,,1
V25-56,,-3.55,-35.23,-3512,South Atlantic,0.62,,,,,0.7,0.3,13,19.3,32.3,0.3,4.7,5.6,10.3,0,0,1.3,0,3.7,0,0.3,0.7,0,0.3,0.3,1.7,17.6,5,0,0,0,1.3,0.3,9,9.3,2.7,0,0,1,0,0.7,0,0,0.7,0,12,0,0,0,0,,,,1
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.66,Kiel,Pflaumann et al. (in press),M. W. ,39222,3.3,0,3.1,6.2,9.3,0.3,5.1,5.1,10.2,0,,1.3,2.1,14.1,4.4,0,0,0,0,0.5,2.6,18.5,7.9,,,0,19.7,0,0.8,0.8,4.1,,0,0,,0,0,,0,0,3.1,,,0,0,,,,1
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.69,Kiel,Pflaumann et al. (in press),M. W. ,39222,4,0.3,5.7,10.6,16.3,0,3.7,3.7,7.4,0,,2.3,1.1,11.7,2.3,0,0.6,0,0,0,2,18.6,6.3,,,0.6,19.7,0,0.6,0.6,4,,0,0.3,,0,0,,0,0,2.9,,,0,0,,,,1
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.72,Kiel,Pflaumann et al. (in press),M. W. ,39222,2.6,0.3,3.1,6.2,9.3,0,2.6,4.9,7.5,0,,1.8,1.3,10.9,3.6,0.3,0,0,0,0,2.6,20.3,8.8,,,0.3,22.1,0,1,1,3.6,,0,0.5,,0.3,0,,0.3,0,4.4,,,0,0,,,,1
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.75,Kiel,Pflaumann et al. (in press),M. W. ,39222,5.4,0.3,3.6,8.2,11.8,0,6.1,4.8,10.9,0,,3.1,0.8,7.7,3.6,0.3,0,0,0,0.5,3.1,17.1,8.7,,,0.3,20.4,0,1.3,1.3,4.3,,0,0,,0,0,,0,0,3.6,,,0,0,,,,1
RC24-16,,-5.038,-10.19,-3543,South Atlantic,0.78,Kiel,Pflaumann et al. (in press),M. W. ,39222,2.7,0,3.3,13.1,16.4,0,7.1,4.4,11.5,0,,1.6,1.1,4.9,0.8,0,0,0,0.3,0.3,1.9,22.3,8.4,,,0.3,21,0,1.4,1.4,1.6,,0,0,,0.5,0,,0.5,0,4.4,,,0,0,,,,1
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.55,Kiel,Pflaumann et al. (in press),M. W. ,39222,1.1,0,5.2,15.5,20.7,1.7,4.9,4.9,9.8,0,,4.6,0.6,1.1,8.3,0.3,8,0,0,0,0.3,6.9,9.5,,,0,7.2,0.3,8,8.3,2,,0,1.4,,0,0,,0,0.6,6.9,,,0,0,,,,1
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.57,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.8,0,4.2,22.6,26.8,1.7,4.2,5.3,9.5,0,,4.2,1.1,3.6,4.7,0.6,6.1,0.3,0,0,0.6,9.2,5.6,,,0.3,7.8,0.3,4.7,5,1.9,,0,1.7,,0,0,,0,0,7.5,,,0.3,0,,,,1
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.6,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.8,0,4,19.3,23.3,0.8,5.7,4.5,10.2,0,,4.8,1.1,4,5.9,0.3,3.4,0,0,0,0.8,11,6.8,,,0,9.3,0.3,4.2,4.5,3.1,,0,1.7,,0.3,0,,0.3,0.6,7.6,,,0,0,,,,1
V22-174,,-10.07,-12.82,-2630,South Atlantic,0.6,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.8,2.5,4.6,18,22.6,1.6,5.4,3.3,8.7,0,,4.3,2.1,10.7,2.5,0.8,2.7,0.2,0,0.2,6,8.7,6.6,,,0,7,0.2,4.3,4.6,2.1,,0,1.2,,0.2,0.2,,0.4,0,8.9,,,0.2,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.1,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.6,0,0,0,0,0,0,0,0,0,,0,1.6,15.5,0,0,0,0,7.1,23.9,23,0,46.9,,,0,3.6,0,0,0,0,,0,0.3,,0,0,,0,0,0.3,,,0,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.15,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,3,3,0.3,0.3,0.3,0.6,0,,0.3,1,21,0,0.3,0,0,2.6,10.2,15.4,0,38,,,0,19,0.3,0,0.3,0,,0,0,,0,0,,0,0,3.3,,,0,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.2,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.6,0,0,1.8,1.8,0,0,0,0,0,,0,0.9,20.8,0.3,0,0,0,2.3,16.4,22.8,0,43.6,,,0,9.6,0,0,0,0,,0.6,0,,0,0,,0,0,3.2,,,0,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.25,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.3,0,0,1.9,1.9,0,0,0,0,0,,0,0,20.6,0.3,0,0,0,6.8,20.9,17,0.3,39.5,,,0,7.1,0,0,0,0,,0,0,,0,0,,0,0,2.3,,,0,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.3,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.3,0,0,1.6,1.6,0,0,0,0,0,,0,0,13.8,0,0,0,0,1,15.5,35.5,0,59.9,,,0,4.6,0.3,0,0.3,0,,0,0,,0,0,,0,0,3,,,0,0,,,,1
RC13-228,,-22.33,11.198,-3204,South Atlantic,1.35,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,1.2,1.2,0,0,0,0,0,,0,0,12.4,0,0,0,0,0.5,33,24.8,0,49,,,0,1.9,0,0,0,0,,0,0.2,,0,0,,0,0,1.7,,,0,0,,,,1
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.52,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,1.9,1.9,0,0.4,0,0.4,0,,0.2,0.1,2.9,0,0.1,0,0,0,2.5,69.4,0,69.7,,,0,21.1,0.5,0.1,0.6,0,,0.5,0,,0,0,,0,0,0,,,0,0,,,,1
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.55,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.4,0,0,2.1,2.1,0,0,0,0,0,,0.5,0,10.6,0,0.1,0,0,0.2,0.9,66.8,0.5,67.6,,,0.1,13.8,0.4,0.6,1,0,,0.7,0.1,,0,0,,0,0,1,,,0,0,,,,1
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.58,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0.3,0.3,0.6,0,0.8,0,0.8,0,,0.3,0,7.1,0,0,0,0,0.5,1.6,77,1.8,78.3,,,0,6.3,0.8,0.3,1,0,,0.5,0,,0,0,,0,0,1.3,,,0,0,,,,1
RC13-229,,-25.49,11.307,-4191,South Atlantic,0.6,Kiel,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,0,0,0,0,,0.2,0,10.5,0.2,0,0,0,0.9,3.6,70.3,0.9,71.9,,,0,9.4,0.2,0.4,0.7,0,,1.1,0,,0,0,,0,0,0.7,,,0,0,,,,1
RC11-86,,-35.78,18.45,-2829,South Atlantic,0.4,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.7,0.3,0,0,0,0,0,0,0,0,,0,2.8,11.9,0.7,0.3,0,0,1,1,36,0.7,62.9,,,0,13.6,0.7,0,0.7,0,,0,0,,0,0,,0,0,3.1,,,0,0,,,,1
RC11-86,,-35.78,18.45,-2829,South Atlantic,0.5,Kiel,Pflaumann et al. (in press),M. W. ,39222,0.7,0,0,0,0,0,0,0,0,0,,0.7,1.7,12.2,0.3,0,0.7,0.3,0.3,1.7,37.6,3.7,54.2,,,0.3,15.6,1,0,1,1.4,,0.7,0.7,,0.7,0.3,,0,0,2.7,,,0.3,0,,,,1
