Event,Latitude,Longitude,Elevation,Depth sed,total,Species,Relative Abundance
K708-006,51.55,-29.567,-2469,0.6,100,G. calida,0
K708-006,51.55,-29.567,-2469,0.6,100,G. bulloides,0.02
K708-006,51.55,-29.567,-2469,0.6,100,G. falconensis,0
K708-006,51.55,-29.567,-2469,0.6,100,B. digitata,0
K708-006,51.55,-29.567,-2469,0.6,100,G. rubescens,0
K708-006,51.55,-29.567,-2469,0.6,100,T. quinqueloba,0.045
K708-006,51.55,-29.567,-2469,0.6,100,N. pachyderma,0.91
K708-006,51.55,-29.567,-2469,0.6,100,N. incompta,0.02
K708-006,51.55,-29.567,-2469,0.6,100,N. dutertrei,0
K708-006,51.55,-29.567,-2469,0.6,100,G. conglomerata,0
K708-006,51.55,-29.567,-2469,0.6,100,G. hexagonus,0
K708-006,51.55,-29.567,-2469,0.6,100,P. obliquiloculata,0
K708-006,51.55,-29.567,-2469,0.6,100,G. inflata,0
K708-006,51.55,-29.567,-2469,0.6,100,G. crassaformis,0
K708-006,51.55,-29.567,-2469,0.6,100,G. hirsuta,0.005
K708-006,51.55,-29.567,-2469,0.6,100,G. scitula,0
K708-006,51.55,-29.567,-2469,0.6,100,G. glutinata,0
K708-006,51.55,-29.567,-2469,0.6,100,G. truncatulinoides,0
K708-007,53.933,-24.083,-3502,0.53,100,O. universa,0
K708-007,53.933,-24.083,-3502,0.53,100,G. conglobatus,0
K708-007,53.933,-24.083,-3502,0.53,100,G. ruber albus,0
K708-007,53.933,-24.083,-3502,0.53,100,G. tenellus,0
K708-007,53.933,-24.083,-3502,0.53,100,T. sacculifer,0
K708-007,53.933,-24.083,-3502,0.53,100,S. dehiscens,0
K708-007,53.933,-24.083,-3502,0.53,100,G. siphonifera,0
K708-007,53.933,-24.083,-3502,0.53,100,G. calida,0
K708-007,53.933,-24.083,-3502,0.53,100,G. bulloides,0.023
K708-007,53.933,-24.083,-3502,0.53,100,G. falconensis,0
K708-007,53.933,-24.083,-3502,0.53,100,B. digitata,0
K708-007,53.933,-24.083,-3502,0.53,100,G. rubescens,0
K708-007,53.933,-24.083,-3502,0.53,100,T. quinqueloba,0.012
K708-007,53.933,-24.083,-3502,0.53,100,N. pachyderma,0.911
K708-007,53.933,-24.083,-3502,0.53,100,N. incompta,0.031
K708-007,53.933,-24.083,-3502,0.53,100,N. dutertrei,0
K708-007,53.933,-24.083,-3502,0.53,100,G. conglomerata,0
K708-007,53.933,-24.083,-3502,0.53,100,G. hexagonus,0
K708-007,53.933,-24.083,-3502,0.53,100,P. obliquiloculata,0
K708-007,53.933,-24.083,-3502,0.53,100,G. inflata,0
K708-007,53.933,-24.083,-3502,0.53,100,G. crassaformis,0
K708-007,53.933,-24.083,-3502,0.53,100,G. hirsuta,0
K708-007,53.933,-24.083,-3502,0.53,100,G. scitula,0.023
K708-007,53.933,-24.083,-3502,0.53,100,G. glutinata,0
K708-007,53.933,-24.083,-3502,0.53,100,G. truncatulinoides,0
K708-008,52.733,-22.55,-4009,0.83,100,O. universa,0
K708-008,52.733,-22.55,-4009,0.83,100,G. conglobatus,0
K708-008,52.733,-22.55,-4009,0.83,100,G. ruber albus,0
K708-008,52.733,-22.55,-4009,0.83,100,G. tenellus,0
K708-008,52.733,-22.55,-4009,0.83,100,T. sacculifer,0
K708-008,52.733,-22.55,-4009,0.83,100,S. dehiscens,0
K708-008,52.733,-22.55,-4009,0.83,100,G. siphonifera,0
K708-008,52.733,-22.55,-4009,0.83,100,G. calida,0
K708-008,52.733,-22.55,-4009,0.83,100,G. bulloides,0.016
K708-008,52.733,-22.55,-4009,0.83,100,G. falconensis,0
K708-008,52.733,-22.55,-4009,0.83,100,B. digitata,0
K708-008,52.733,-22.55,-4009,0.83,100,G. rubescens,0
K708-008,52.733,-22.55,-4009,0.83,100,T. quinqueloba,0.024
K708-008,52.733,-22.55,-4009,0.83,100,N. pachyderma,0.873
K708-008,52.733,-22.55,-4009,0.83,100,N. incompta,0.057
K708-008,52.733,-22.55,-4009,0.83,100,N. dutertrei,0
K708-008,52.733,-22.55,-4009,0.83,100,G. conglomerata,0
K708-008,52.733,-22.55,-4009,0.83,100,G. hexagonus,0
K708-008,52.733,-22.55,-4009,0.83,100,P. obliquiloculata,0
K708-008,52.733,-22.55,-4009,0.83,100,G. inflata,0.008
K708-008,52.733,-22.55,-4009,0.83,100,G. crassaformis,0
K708-008,52.733,-22.55,-4009,0.83,100,G. hirsuta,0
K708-008,52.733,-22.55,-4009,0.83,100,G. scitula,0.022
K708-008,52.733,-22.55,-4009,0.83,100,G. glutinata,0
K708-008,52.733,-22.55,-4009,0.83,100,G. truncatulinoides,0
K714-3,57.486,-27.519,,0.82,99.9,O. universa,0
K714-3,57.486,-27.519,,0.82,99.9,G. conglobatus,0
K714-3,57.486,-27.519,,0.82,99.9,G. ruber albus,0
K714-3,57.486,-27.519,,0.82,99.9,G. tenellus,0
K714-3,57.486,-27.519,,0.82,99.9,T. sacculifer,0
K714-3,57.486,-27.519,,0.82,99.9,S. dehiscens,0
K714-3,57.486,-27.519,,0.82,99.9,G. siphonifera,0
K714-3,57.486,-27.519,,0.82,99.9,G. calida,0
K714-3,57.486,-27.519,,0.82,99.9,G. bulloides,0.034
K714-3,57.486,-27.519,,0.82,99.9,G. falconensis,0
K714-3,57.486,-27.519,,0.82,99.9,B. digitata,0
K714-3,57.486,-27.519,,0.82,99.9,G. rubescens,0
K714-3,57.486,-27.519,,0.82,99.9,T. quinqueloba,0.036
K714-3,57.486,-27.519,,0.82,99.9,N. pachyderma,0.907
K714-3,57.486,-27.519,,0.82,99.9,N. incompta,0.008
K714-3,57.486,-27.519,,0.82,99.9,N. dutertrei,0
K714-3,57.486,-27.519,,0.82,99.9,G. conglomerata,0
K714-3,57.486,-27.519,,0.82,99.9,G. hexagonus,0
K714-3,57.486,-27.519,,0.82,99.9,P. obliquiloculata,0
K714-3,57.486,-27.519,,0.82,99.9,G. inflata,0
K714-3,57.486,-27.519,,0.82,99.9,G. crassaformis,0
K714-3,57.486,-27.519,,0.82,99.9,G. hirsuta,0.004
K714-3,57.486,-27.519,,0.82,99.9,G. scitula,0.01
K714-3,57.486,-27.519,,0.82,99.9,G. glutinata,0
K714-3,57.486,-27.519,,0.82,99.9,G. truncatulinoides,0
MD76-131,15.53,72.568,-1230,1.9,100.1,O. universa,0.014
MD76-131,15.53,72.568,-1230,1.9,100.1,G. conglobatus,0.009
MD76-131,15.53,72.568,-1230,1.9,100.1,G. ruber albus,0.309
MD76-131,15.53,72.568,-1230,1.9,100.1,G. tenellus,0.041
MD76-131,15.53,72.568,-1230,1.9,100.1,T. sacculifer,0.127
MD76-131,15.53,72.568,-1230,1.9,100.1,S. dehiscens,0
MD76-131,15.53,72.568,-1230,1.9,100.1,G. siphonifera,0.045
MD76-131,15.53,72.568,-1230,1.9,100.1,G. calida,0.009
MD76-131,15.53,72.568,-1230,1.9,100.1,G. bulloides,0.123
MD76-131,15.53,72.568,-1230,1.9,100.1,G. falconensis,0.018
MD76-131,15.53,72.568,-1230,1.9,100.1,B. digitata,0
MD76-131,15.53,72.568,-1230,1.9,100.1,G. rubescens,0.018
MD76-131,15.53,72.568,-1230,1.9,100.1,T. quinqueloba,0
MD76-131,15.53,72.568,-1230,1.9,100.1,N. pachyderma,0
MD76-131,15.53,72.568,-1230,1.9,100.1,N. incompta,0
MD76-131,15.53,72.568,-1230,1.9,100.1,N. dutertrei,0.055
MD76-131,15.53,72.568,-1230,1.9,100.1,G. conglomerata,0.005
MD76-131,15.53,72.568,-1230,1.9,100.1,G. hexagonus,0.014
MD76-131,15.53,72.568,-1230,1.9,100.1,P. obliquiloculata,0.045
MD76-131,15.53,72.568,-1230,1.9,100.1,G. inflata,0
MD76-131,15.53,72.568,-1230,1.9,100.1,G. crassaformis,0
MD76-131,15.53,72.568,-1230,1.9,100.1,G. hirsuta,0.005
MD76-131,15.53,72.568,-1230,1.9,100.1,G. scitula,0.164
MD76-131,15.53,72.568,-1230,1.9,100.1,G. glutinata,0
MD76-131,15.53,72.568,-1230,1.9,100.1,G. truncatulinoides,0
MD77-169,10.13,95.03,-2360,1.51,100.2,O. universa,0.003
MD77-169,10.13,95.03,-2360,1.51,100.2,G. conglobatus,0.018
MD77-169,10.13,95.03,-2360,1.51,100.2,G. ruber albus,0.294
MD77-169,10.13,95.03,-2360,1.51,100.2,G. tenellus,0.036
MD77-169,10.13,95.03,-2360,1.51,100.2,T. sacculifer,0.047
MD77-169,10.13,95.03,-2360,1.51,100.2,S. dehiscens,0
MD77-169,10.13,95.03,-2360,1.51,100.2,G. siphonifera,0.016
MD77-169,10.13,95.03,-2360,1.51,100.2,G. calida,0.086
MD77-169,10.13,95.03,-2360,1.51,100.2,G. bulloides,0.094
MD77-169,10.13,95.03,-2360,1.51,100.2,G. falconensis,0.01
MD77-169,10.13,95.03,-2360,1.51,100.2,B. digitata,0.003
MD77-169,10.13,95.03,-2360,1.51,100.2,G. rubescens,0.01
MD77-169,10.13,95.03,-2360,1.51,100.2,T. quinqueloba,0
MD77-169,10.13,95.03,-2360,1.51,100.2,N. pachyderma,0
MD77-169,10.13,95.03,-2360,1.51,100.2,N. incompta,0
MD77-169,10.13,95.03,-2360,1.51,100.2,N. dutertrei,0.156
MD77-169,10.13,95.03,-2360,1.51,100.2,G. conglomerata,0.01
MD77-169,10.13,95.03,-2360,1.51,100.2,G. hexagonus,0.013
MD77-169,10.13,95.03,-2360,1.51,100.2,P. obliquiloculata,0.075
MD77-169,10.13,95.03,-2360,1.51,100.2,G. inflata,0
MD77-169,10.13,95.03,-2360,1.51,100.2,G. crassaformis,0.003
MD77-169,10.13,95.03,-2360,1.51,100.2,G. hirsuta,0.003
MD77-169,10.13,95.03,-2360,1.51,100.2,G. scitula,0.125
MD77-169,10.13,95.03,-2360,1.51,100.2,G. glutinata,0
MD77-169,10.13,95.03,-2360,1.51,100.2,G. truncatulinoides,0
MD77-171,11.46,94.09,-1760,2.61,100.1,O. universa,0.01
MD77-171,11.46,94.09,-1760,2.61,100.1,G. conglobatus,0.005
MD77-171,11.46,94.09,-1760,2.61,100.1,G. ruber albus,0.276
MD77-171,11.46,94.09,-1760,2.61,100.1,G. tenellus,0.091
MD77-171,11.46,94.09,-1760,2.61,100.1,T. sacculifer,0.053
MD77-171,11.46,94.09,-1760,2.61,100.1,S. dehiscens,0
MD77-171,11.46,94.09,-1760,2.61,100.1,G. siphonifera,0.026
MD77-171,11.46,94.09,-1760,2.61,100.1,G. calida,0.026
MD77-171,11.46,94.09,-1760,2.61,100.1,G. bulloides,0.11
MD77-171,11.46,94.09,-1760,2.61,100.1,G. falconensis,0.014
MD77-171,11.46,94.09,-1760,2.61,100.1,B. digitata,0.002
MD77-171,11.46,94.09,-1760,2.61,100.1,G. rubescens,0.034
MD77-171,11.46,94.09,-1760,2.61,100.1,T. quinqueloba,0
MD77-171,11.46,94.09,-1760,2.61,100.1,N. pachyderma,0
MD77-171,11.46,94.09,-1760,2.61,100.1,N. incompta,0
MD77-171,11.46,94.09,-1760,2.61,100.1,N. dutertrei,0.125
MD77-171,11.46,94.09,-1760,2.61,100.1,G. conglomerata,0.017
MD77-171,11.46,94.09,-1760,2.61,100.1,G. hexagonus,0.024
MD77-171,11.46,94.09,-1760,2.61,100.1,P. obliquiloculata,0.046
MD77-171,11.46,94.09,-1760,2.61,100.1,G. inflata,0
MD77-171,11.46,94.09,-1760,2.61,100.1,G. crassaformis,0
MD77-171,11.46,94.09,-1760,2.61,100.1,G. hirsuta,0.005
MD77-171,11.46,94.09,-1760,2.61,100.1,G. scitula,0.137
MD77-171,11.46,94.09,-1760,2.61,100.1,G. glutinata,0
MD77-171,11.46,94.09,-1760,2.61,100.1,G. truncatulinoides,0
MD77-179,18.22,91.01,-1986,0.52,100.1,O. universa,0.013
MD77-179,18.22,91.01,-1986,0.52,100.1,G. conglobatus,0.013
MD77-179,18.22,91.01,-1986,0.52,100.1,G. ruber albus,0.124
MD77-179,18.22,91.01,-1986,0.52,100.1,G. tenellus,0.063
MD77-179,18.22,91.01,-1986,0.52,100.1,T. sacculifer,0.056
MD77-179,18.22,91.01,-1986,0.52,100.1,S. dehiscens,0
MD77-179,18.22,91.01,-1986,0.52,100.1,G. siphonifera,0.017
MD77-179,18.22,91.01,-1986,0.52,100.1,G. calida,0.026
MD77-179,18.22,91.01,-1986,0.52,100.1,G. bulloides,0.113
MD77-179,18.22,91.01,-1986,0.52,100.1,G. falconensis,0.026
MD77-179,18.22,91.01,-1986,0.52,100.1,B. digitata,0.004
MD77-179,18.22,91.01,-1986,0.52,100.1,G. rubescens,0.026
MD77-179,18.22,91.01,-1986,0.52,100.1,T. quinqueloba,0
MD77-179,18.22,91.01,-1986,0.52,100.1,N. pachyderma,0
MD77-179,18.22,91.01,-1986,0.52,100.1,N. incompta,0
MD77-179,18.22,91.01,-1986,0.52,100.1,N. dutertrei,0.081
MD77-179,18.22,91.01,-1986,0.52,100.1,G. conglomerata,0.007
MD77-179,18.22,91.01,-1986,0.52,100.1,G. hexagonus,0.015
MD77-179,18.22,91.01,-1986,0.52,100.1,P. obliquiloculata,0.106
MD77-179,18.22,91.01,-1986,0.52,100.1,G. inflata,0
MD77-179,18.22,91.01,-1986,0.52,100.1,G. crassaformis,0
MD77-179,18.22,91.01,-1986,0.52,100.1,G. hirsuta,0.004
MD77-179,18.22,91.01,-1986,0.52,100.1,G. scitula,0.307
MD77-179,18.22,91.01,-1986,0.52,100.1,G. glutinata,0
MD77-179,18.22,91.01,-1986,0.52,100.1,G. truncatulinoides,0
MD77-180,18.28,89.51,-1986,1.81,99.7,O. universa,0.01
MD77-180,18.28,89.51,-1986,1.81,99.7,G. conglobatus,0.007
MD77-180,18.28,89.51,-1986,1.81,99.7,G. ruber albus,0.204
MD77-180,18.28,89.51,-1986,1.81,99.7,G. tenellus,0.034
MD77-180,18.28,89.51,-1986,1.81,99.7,T. sacculifer,0.111
MD77-180,18.28,89.51,-1986,1.81,99.7,S. dehiscens,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. siphonifera,0.042
MD77-180,18.28,89.51,-1986,1.81,99.7,G. calida,0.034
MD77-180,18.28,89.51,-1986,1.81,99.7,G. bulloides,0.118
MD77-180,18.28,89.51,-1986,1.81,99.7,G. falconensis,0.012
MD77-180,18.28,89.51,-1986,1.81,99.7,B. digitata,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. rubescens,0.017
MD77-180,18.28,89.51,-1986,1.81,99.7,T. quinqueloba,0
MD77-180,18.28,89.51,-1986,1.81,99.7,N. pachyderma,0
MD77-180,18.28,89.51,-1986,1.81,99.7,N. incompta,0
MD77-180,18.28,89.51,-1986,1.81,99.7,N. dutertrei,0.071
MD77-180,18.28,89.51,-1986,1.81,99.7,G. conglomerata,0.01
MD77-180,18.28,89.51,-1986,1.81,99.7,G. hexagonus,0.012
MD77-180,18.28,89.51,-1986,1.81,99.7,P. obliquiloculata,0.064
MD77-180,18.28,89.51,-1986,1.81,99.7,G. inflata,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. crassaformis,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. hirsuta,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. scitula,0.251
MD77-180,18.28,89.51,-1986,1.81,99.7,G. glutinata,0
MD77-180,18.28,89.51,-1986,1.81,99.7,G. truncatulinoides,0
MD77-191,7.3,76.43,-1254,6.72,100,O. universa,0
MD77-191,7.3,76.43,-1254,6.72,100,G. conglobatus,0
MD77-191,7.3,76.43,-1254,6.72,100,G. ruber albus,0.088
MD77-191,7.3,76.43,-1254,6.72,100,G. tenellus,0.035
MD77-191,7.3,76.43,-1254,6.72,100,T. sacculifer,0.053
MD77-191,7.3,76.43,-1254,6.72,100,S. dehiscens,0
MD77-191,7.3,76.43,-1254,6.72,100,G. siphonifera,0.012
MD77-191,7.3,76.43,-1254,6.72,100,G. calida,0.024
MD77-191,7.3,76.43,-1254,6.72,100,G. bulloides,0.318
MD77-191,7.3,76.43,-1254,6.72,100,G. falconensis,0.029
MD77-191,7.3,76.43,-1254,6.72,100,B. digitata,0
MD77-191,7.3,76.43,-1254,6.72,100,G. rubescens,0.047
MD77-191,7.3,76.43,-1254,6.72,100,T. quinqueloba,0
MD77-191,7.3,76.43,-1254,6.72,100,N. pachyderma,0
MD77-191,7.3,76.43,-1254,6.72,100,N. incompta,0
MD77-191,7.3,76.43,-1254,6.72,100,N. dutertrei,0.188
MD77-191,7.3,76.43,-1254,6.72,100,G. conglomerata,0.006
MD77-191,7.3,76.43,-1254,6.72,100,G. hexagonus,0.047
MD77-191,7.3,76.43,-1254,6.72,100,P. obliquiloculata,0.029
MD77-191,7.3,76.43,-1254,6.72,100,G. inflata,0
MD77-191,7.3,76.43,-1254,6.72,100,G. crassaformis,0.006
MD77-191,7.3,76.43,-1254,6.72,100,G. hirsuta,0
MD77-191,7.3,76.43,-1254,6.72,100,G. scitula,0.118
MD77-191,7.3,76.43,-1254,6.72,100,G. glutinata,0
MD77-191,7.3,76.43,-1254,6.72,100,G. truncatulinoides,0
MD77-194,10.467,75.233,-1222,3.11,100,O. universa,0
MD77-194,10.467,75.233,-1222,3.11,100,G. conglobatus,0.003
MD77-194,10.467,75.233,-1222,3.11,100,G. ruber albus,0.231
MD77-194,10.467,75.233,-1222,3.11,100,G. tenellus,0.052
MD77-194,10.467,75.233,-1222,3.11,100,T. sacculifer,0.058
MD77-194,10.467,75.233,-1222,3.11,100,S. dehiscens,0.003
MD77-194,10.467,75.233,-1222,3.11,100,G. siphonifera,0.017
MD77-194,10.467,75.233,-1222,3.11,100,G. calida,0.049
MD77-194,10.467,75.233,-1222,3.11,100,G. bulloides,0.277
MD77-194,10.467,75.233,-1222,3.11,100,G. falconensis,0.003
MD77-194,10.467,75.233,-1222,3.11,100,B. digitata,0
MD77-194,10.467,75.233,-1222,3.11,100,G. rubescens,0.04
MD77-194,10.467,75.233,-1222,3.11,100,T. quinqueloba,0
MD77-194,10.467,75.233,-1222,3.11,100,N. pachyderma,0
MD77-194,10.467,75.233,-1222,3.11,100,N. incompta,0
MD77-194,10.467,75.233,-1222,3.11,100,N. dutertrei,0.107
MD77-194,10.467,75.233,-1222,3.11,100,G. conglomerata,0.006
MD77-194,10.467,75.233,-1222,3.11,100,G. hexagonus,0.032
MD77-194,10.467,75.233,-1222,3.11,100,P. obliquiloculata,0.012
MD77-194,10.467,75.233,-1222,3.11,100,G. inflata,0
MD77-194,10.467,75.233,-1222,3.11,100,G. crassaformis,0
MD77-194,10.467,75.233,-1222,3.11,100,G. hirsuta,0.006
MD77-194,10.467,75.233,-1222,3.11,100,G. scitula,0.104
MD77-194,10.467,75.233,-1222,3.11,100,G. glutinata,0
MD77-194,10.467,75.233,-1222,3.11,100,G. truncatulinoides,0
MD77-203,20.698,59.568,-2442,3.41,100,O. universa,0.1
MD77-203,20.698,59.568,-2442,3.41,100,G. conglobatus,0
MD77-203,20.698,59.568,-2442,3.41,100,G. ruber albus,0.14
MD77-203,20.698,59.568,-2442,3.41,100,G. tenellus,0.003
MD77-203,20.698,59.568,-2442,3.41,100,T. sacculifer,0.034
MD77-203,20.698,59.568,-2442,3.41,100,S. dehiscens,0
MD77-203,20.698,59.568,-2442,3.41,100,G. siphonifera,0.029
MD77-203,20.698,59.568,-2442,3.41,100,G. calida,0.12
MD77-203,20.698,59.568,-2442,3.41,100,G. bulloides,0.289
MD77-203,20.698,59.568,-2442,3.41,100,G. falconensis,0.154
MD77-203,20.698,59.568,-2442,3.41,100,B. digitata,0
MD77-203,20.698,59.568,-2442,3.41,100,G. rubescens,0.011
MD77-203,20.698,59.568,-2442,3.41,100,T. quinqueloba,0.017
MD77-203,20.698,59.568,-2442,3.41,100,N. pachyderma,0.003
MD77-203,20.698,59.568,-2442,3.41,100,N. incompta,0.006
MD77-203,20.698,59.568,-2442,3.41,100,N. dutertrei,0.034
MD77-203,20.698,59.568,-2442,3.41,100,G. conglomerata,0
MD77-203,20.698,59.568,-2442,3.41,100,G. hexagonus,0
MD77-203,20.698,59.568,-2442,3.41,100,P. obliquiloculata,0.011
MD77-203,20.698,59.568,-2442,3.41,100,G. inflata,0
MD77-203,20.698,59.568,-2442,3.41,100,G. crassaformis,0
MD77-203,20.698,59.568,-2442,3.41,100,G. hirsuta,0
MD77-203,20.698,59.568,-2442,3.41,100,G. scitula,0.049
MD77-203,20.698,59.568,-2442,3.41,100,G. glutinata,0
MD77-203,20.698,59.568,-2442,3.41,100,G. truncatulinoides,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,O. universa,0.005
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. conglobatus,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. ruber albus,0.162
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. tenellus,0.019
RC08-145,33.583,-62.38,-2743,0.35,100.1,T. sacculifer,0.011
RC08-145,33.583,-62.38,-2743,0.35,100.1,S. dehiscens,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. siphonifera,0.013
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. calida,0.011
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. bulloides,0.215
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. falconensis,0.021
RC08-145,33.583,-62.38,-2743,0.35,100.1,B. digitata,0.003
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. rubescens,0.003
RC08-145,33.583,-62.38,-2743,0.35,100.1,T. quinqueloba,0.011
RC08-145,33.583,-62.38,-2743,0.35,100.1,N. pachyderma,0.005
RC08-145,33.583,-62.38,-2743,0.35,100.1,N. incompta,0.077
RC08-145,33.583,-62.38,-2743,0.35,100.1,N. dutertrei,0.101
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. conglomerata,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. hexagonus,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,P. obliquiloculata,0.003
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. inflata,0.162
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. crassaformis,0
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. hirsuta,0.051
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. scitula,0.096
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. glutinata,0.008
RC08-145,33.583,-62.38,-2743,0.35,100.1,G. truncatulinoides,0.024
RC08-18,-24.07,-15.12,-3977,0.2,100.1,O. universa,0.01
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. conglobatus,0.008
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. ruber albus,0.345
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. tenellus,0.063
RC08-18,-24.07,-15.12,-3977,0.2,100.1,T. sacculifer,0.076
RC08-18,-24.07,-15.12,-3977,0.2,100.1,S. dehiscens,0
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. siphonifera,0.046
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. calida,0.008
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. bulloides,0.025
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. falconensis,0.048
RC08-18,-24.07,-15.12,-3977,0.2,100.1,B. digitata,0.01
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. rubescens,0.046
RC08-18,-24.07,-15.12,-3977,0.2,100.1,T. quinqueloba,0
RC08-18,-24.07,-15.12,-3977,0.2,100.1,N. pachyderma,0.013
RC08-18,-24.07,-15.12,-3977,0.2,100.1,N. incompta,0.005
RC08-18,-24.07,-15.12,-3977,0.2,100.1,N. dutertrei,0.003
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. conglomerata,0
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. hexagonus,0
RC08-18,-24.07,-15.12,-3977,0.2,100.1,P. obliquiloculata,0
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. inflata,0.112
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. crassaformis,0.005
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. hirsuta,0.015
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. scitula,0.117
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. glutinata,0.013
RC08-18,-24.07,-15.12,-3977,0.2,100.1,G. truncatulinoides,0.033
RC08-39,-42.88,42.35,-4330,0.9,100.1,O. universa,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. conglobatus,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. ruber albus,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. tenellus,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,T. sacculifer,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,S. dehiscens,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. siphonifera,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. calida,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. bulloides,0.146
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. falconensis,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,B. digitata,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. rubescens,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,T. quinqueloba,0.073
RC08-39,-42.88,42.35,-4330,0.9,100.1,N. pachyderma,0.595
RC08-39,-42.88,42.35,-4330,0.9,100.1,N. incompta,0.086
RC08-39,-42.88,42.35,-4330,0.9,100.1,N. dutertrei,0.03
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. conglomerata,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. hexagonus,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,P. obliquiloculata,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. inflata,0.017
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. crassaformis,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. hirsuta,0.007
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. scitula,0.037
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. glutinata,0
RC08-39,-42.88,42.35,-4330,0.9,100.1,G. truncatulinoides,0.01
RC08-94,-17.28,-35.983,-4021,0.16,100,O. universa,0.012
RC08-94,-17.28,-35.983,-4021,0.16,100,G. conglobatus,0.157
RC08-94,-17.28,-35.983,-4021,0.16,100,G. ruber albus,0.34
RC08-94,-17.28,-35.983,-4021,0.16,100,G. tenellus,0.068
RC08-94,-17.28,-35.983,-4021,0.16,100,T. sacculifer,0.01
RC08-94,-17.28,-35.983,-4021,0.16,100,S. dehiscens,0
RC08-94,-17.28,-35.983,-4021,0.16,100,G. siphonifera,0.009
RC08-94,-17.28,-35.983,-4021,0.16,100,G. calida,0.02
RC08-94,-17.28,-35.983,-4021,0.16,100,G. bulloides,0.032
RC08-94,-17.28,-35.983,-4021,0.16,100,G. falconensis,0.047
RC08-94,-17.28,-35.983,-4021,0.16,100,B. digitata,0.004
RC08-94,-17.28,-35.983,-4021,0.16,100,G. rubescens,0.008
RC08-94,-17.28,-35.983,-4021,0.16,100,T. quinqueloba,0
RC08-94,-17.28,-35.983,-4021,0.16,100,N. pachyderma,0
RC08-94,-17.28,-35.983,-4021,0.16,100,N. incompta,0
RC08-94,-17.28,-35.983,-4021,0.16,100,N. dutertrei,0
RC08-94,-17.28,-35.983,-4021,0.16,100,G. conglomerata,0.002
RC08-94,-17.28,-35.983,-4021,0.16,100,G. hexagonus,0.006
RC08-94,-17.28,-35.983,-4021,0.16,100,P. obliquiloculata,0
RC08-94,-17.28,-35.983,-4021,0.16,100,G. inflata,0.01
RC08-94,-17.28,-35.983,-4021,0.16,100,G. crassaformis,0.032
