Event,Latitude,Longitude,Depth sed [m],Species,Absolute Abundance
SS0206-GC15,-39.31283,142.68398,3.82,T. quinqueloba,123
SS0206-GC15,-39.31283,142.68398,3.86,G. bulloides,114
SS0206-GC15,-39.31283,142.68398,3.86,G. inflata,60
SS0206-GC15,-39.31283,142.68398,3.86,G. truncatulinoides,95
SS0206-GC15,-39.31283,142.68398,3.86,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.86,G. ruber albus,1
SS0206-GC15,-39.31283,142.68398,3.86,G. rubescens,1
SS0206-GC15,-39.31283,142.68398,3.86,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.86,N. incompta,113
SS0206-GC15,-39.31283,142.68398,3.86,N. pachyderma,5
SS0206-GC15,-39.31283,142.68398,3.86,G. glutinata,52
SS0206-GC15,-39.31283,142.68398,3.86,G. scitula,1
SS0206-GC15,-39.31283,142.68398,3.86,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,3.86,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.86,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.86,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.86,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.86,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.86,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.86,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.86,T. quinqueloba,122
SS0206-GC15,-39.31283,142.68398,3.88,G. bulloides,137
SS0206-GC15,-39.31283,142.68398,3.88,G. inflata,81
SS0206-GC15,-39.31283,142.68398,3.88,G. truncatulinoides,106
SS0206-GC15,-39.31283,142.68398,3.88,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.88,G. ruber albus,7
SS0206-GC15,-39.31283,142.68398,3.88,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.88,G. tenellus,1
SS0206-GC15,-39.31283,142.68398,3.88,N. incompta,79
SS0206-GC15,-39.31283,142.68398,3.88,N. pachyderma,3
SS0206-GC15,-39.31283,142.68398,3.88,G. glutinata,27
SS0206-GC15,-39.31283,142.68398,3.88,G. scitula,1
SS0206-GC15,-39.31283,142.68398,3.88,G. hirsuta,1
SS0206-GC15,-39.31283,142.68398,3.88,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.88,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.88,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.88,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.88,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.88,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.88,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.88,T. quinqueloba,90
SS0206-GC15,-39.31283,142.68398,3.9,G. bulloides,160
SS0206-GC15,-39.31283,142.68398,3.9,G. inflata,50
SS0206-GC15,-39.31283,142.68398,3.9,G. truncatulinoides,92
SS0206-GC15,-39.31283,142.68398,3.9,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.9,G. ruber albus,3
SS0206-GC15,-39.31283,142.68398,3.9,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.9,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.9,N. incompta,78
SS0206-GC15,-39.31283,142.68398,3.9,N. pachyderma,8
SS0206-GC15,-39.31283,142.68398,3.9,G. glutinata,21
SS0206-GC15,-39.31283,142.68398,3.9,G. scitula,0
SS0206-GC15,-39.31283,142.68398,3.9,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,3.9,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.9,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.9,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.9,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.9,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.9,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.9,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.9,T. quinqueloba,103
SS0206-GC15,-39.31283,142.68398,3.92,G. bulloides,168
SS0206-GC15,-39.31283,142.68398,3.92,G. inflata,39
SS0206-GC15,-39.31283,142.68398,3.92,G. truncatulinoides,110
SS0206-GC15,-39.31283,142.68398,3.92,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.92,G. ruber albus,4
SS0206-GC15,-39.31283,142.68398,3.92,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.92,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.92,N. incompta,70
SS0206-GC15,-39.31283,142.68398,3.92,N. pachyderma,8
SS0206-GC15,-39.31283,142.68398,3.92,G. glutinata,31
SS0206-GC15,-39.31283,142.68398,3.92,G. scitula,0
SS0206-GC15,-39.31283,142.68398,3.92,G. hirsuta,2
SS0206-GC15,-39.31283,142.68398,3.92,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.92,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.92,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.92,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.92,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.92,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.92,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.92,T. quinqueloba,106
SS0206-GC15,-39.31283,142.68398,3.94,G. bulloides,148
SS0206-GC15,-39.31283,142.68398,3.94,G. inflata,57
SS0206-GC15,-39.31283,142.68398,3.94,G. truncatulinoides,75
SS0206-GC15,-39.31283,142.68398,3.94,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.94,G. ruber albus,6
SS0206-GC15,-39.31283,142.68398,3.94,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.94,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.94,N. incompta,110
SS0206-GC15,-39.31283,142.68398,3.94,N. pachyderma,22
SS0206-GC15,-39.31283,142.68398,3.94,G. glutinata,33
SS0206-GC15,-39.31283,142.68398,3.94,G. scitula,0
SS0206-GC15,-39.31283,142.68398,3.94,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,3.94,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.94,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.94,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.94,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.94,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.94,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.94,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.94,T. quinqueloba,119
SS0206-GC15,-39.31283,142.68398,3.96,G. bulloides,137
SS0206-GC15,-39.31283,142.68398,3.96,G. inflata,31
SS0206-GC15,-39.31283,142.68398,3.96,G. truncatulinoides,80
SS0206-GC15,-39.31283,142.68398,3.96,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.96,G. ruber albus,1
SS0206-GC15,-39.31283,142.68398,3.96,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.96,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.96,N. incompta,80
SS0206-GC15,-39.31283,142.68398,3.96,N. pachyderma,17
SS0206-GC15,-39.31283,142.68398,3.96,G. glutinata,32
SS0206-GC15,-39.31283,142.68398,3.96,G. scitula,1
SS0206-GC15,-39.31283,142.68398,3.96,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,3.96,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.96,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.96,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.96,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.96,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.96,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.96,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.96,T. quinqueloba,164
SS0206-GC15,-39.31283,142.68398,3.98,G. bulloides,133
SS0206-GC15,-39.31283,142.68398,3.98,G. inflata,38
SS0206-GC15,-39.31283,142.68398,3.98,G. truncatulinoides,77
SS0206-GC15,-39.31283,142.68398,3.98,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,3.98,G. ruber albus,6
SS0206-GC15,-39.31283,142.68398,3.98,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,3.98,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,3.98,N. incompta,80
SS0206-GC15,-39.31283,142.68398,3.98,N. pachyderma,18
SS0206-GC15,-39.31283,142.68398,3.98,G. glutinata,40
SS0206-GC15,-39.31283,142.68398,3.98,G. scitula,2
SS0206-GC15,-39.31283,142.68398,3.98,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,3.98,O. universa,0
SS0206-GC15,-39.31283,142.68398,3.98,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,3.98,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,3.98,G. calida,0
SS0206-GC15,-39.31283,142.68398,3.98,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,3.98,B. digitata,0
SS0206-GC15,-39.31283,142.68398,3.98,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,3.98,T. quinqueloba,135
SS0206-GC15,-39.31283,142.68398,4,G. bulloides,228
SS0206-GC15,-39.31283,142.68398,4,G. inflata,48
SS0206-GC15,-39.31283,142.68398,4,G. truncatulinoides,106
SS0206-GC15,-39.31283,142.68398,4,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4,G. ruber albus,3
SS0206-GC15,-39.31283,142.68398,4,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,4,N. incompta,85
SS0206-GC15,-39.31283,142.68398,4,N. pachyderma,11
SS0206-GC15,-39.31283,142.68398,4,G. glutinata,37
SS0206-GC15,-39.31283,142.68398,4,G. scitula,0
SS0206-GC15,-39.31283,142.68398,4,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,4,O. universa,0
SS0206-GC15,-39.31283,142.68398,4,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4,G. calida,0
SS0206-GC15,-39.31283,142.68398,4,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4,T. quinqueloba,136
SS0206-GC15,-39.31283,142.68398,4.04,G. bulloides,143
SS0206-GC15,-39.31283,142.68398,4.04,G. inflata,49
SS0206-GC15,-39.31283,142.68398,4.04,G. truncatulinoides,64
SS0206-GC15,-39.31283,142.68398,4.04,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4.04,G. ruber albus,0
SS0206-GC15,-39.31283,142.68398,4.04,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4.04,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,4.04,N. incompta,113
SS0206-GC15,-39.31283,142.68398,4.04,N. pachyderma,8
SS0206-GC15,-39.31283,142.68398,4.04,G. glutinata,38
SS0206-GC15,-39.31283,142.68398,4.04,G. scitula,6
SS0206-GC15,-39.31283,142.68398,4.04,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,4.04,O. universa,0
SS0206-GC15,-39.31283,142.68398,4.04,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4.04,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4.04,G. calida,0
SS0206-GC15,-39.31283,142.68398,4.04,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4.04,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4.04,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4.04,T. quinqueloba,158
SS0206-GC15,-39.31283,142.68398,4.08,G. bulloides,119
SS0206-GC15,-39.31283,142.68398,4.08,G. inflata,35
SS0206-GC15,-39.31283,142.68398,4.08,G. truncatulinoides,52
SS0206-GC15,-39.31283,142.68398,4.08,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4.08,G. ruber albus,3
SS0206-GC15,-39.31283,142.68398,4.08,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4.08,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,4.08,N. incompta,81
SS0206-GC15,-39.31283,142.68398,4.08,N. pachyderma,7
SS0206-GC15,-39.31283,142.68398,4.08,G. glutinata,34
SS0206-GC15,-39.31283,142.68398,4.08,G. scitula,1
SS0206-GC15,-39.31283,142.68398,4.08,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,4.08,O. universa,0
SS0206-GC15,-39.31283,142.68398,4.08,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4.08,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4.08,G. calida,0
SS0206-GC15,-39.31283,142.68398,4.08,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4.08,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4.08,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4.08,T. quinqueloba,90
SS0206-GC15,-39.31283,142.68398,4.1,G. bulloides,164
SS0206-GC15,-39.31283,142.68398,4.1,G. inflata,53
SS0206-GC15,-39.31283,142.68398,4.1,G. truncatulinoides,67
SS0206-GC15,-39.31283,142.68398,4.1,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4.1,G. ruber albus,5
SS0206-GC15,-39.31283,142.68398,4.1,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4.1,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,4.1,N. incompta,108
SS0206-GC15,-39.31283,142.68398,4.1,N. pachyderma,20
SS0206-GC15,-39.31283,142.68398,4.1,G. glutinata,28
SS0206-GC15,-39.31283,142.68398,4.1,G. scitula,4
SS0206-GC15,-39.31283,142.68398,4.1,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,4.1,O. universa,0
SS0206-GC15,-39.31283,142.68398,4.1,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4.1,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4.1,G. calida,0
SS0206-GC15,-39.31283,142.68398,4.1,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4.1,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4.1,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4.1,T. quinqueloba,131
SS0206-GC15,-39.31283,142.68398,4.12,G. bulloides,176
SS0206-GC15,-39.31283,142.68398,4.12,G. inflata,48
SS0206-GC15,-39.31283,142.68398,4.12,G. truncatulinoides,64
SS0206-GC15,-39.31283,142.68398,4.12,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4.12,G. ruber albus,3
SS0206-GC15,-39.31283,142.68398,4.12,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4.12,G. tenellus,1
SS0206-GC15,-39.31283,142.68398,4.12,N. incompta,109
SS0206-GC15,-39.31283,142.68398,4.12,N. pachyderma,9
SS0206-GC15,-39.31283,142.68398,4.12,G. glutinata,38
SS0206-GC15,-39.31283,142.68398,4.12,G. scitula,3
SS0206-GC15,-39.31283,142.68398,4.12,G. hirsuta,1
SS0206-GC15,-39.31283,142.68398,4.12,O. universa,0
SS0206-GC15,-39.31283,142.68398,4.12,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4.12,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4.12,G. calida,0
SS0206-GC15,-39.31283,142.68398,4.12,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4.12,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4.12,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4.12,T. quinqueloba,80
SS0206-GC15,-39.31283,142.68398,4.16,G. bulloides,196
SS0206-GC15,-39.31283,142.68398,4.16,G. inflata,42
SS0206-GC15,-39.31283,142.68398,4.16,G. truncatulinoides,69
SS0206-GC15,-39.31283,142.68398,4.16,G. siphonifera,0
SS0206-GC15,-39.31283,142.68398,4.16,G. ruber albus,6
SS0206-GC15,-39.31283,142.68398,4.16,G. rubescens,0
SS0206-GC15,-39.31283,142.68398,4.16,G. tenellus,0
SS0206-GC15,-39.31283,142.68398,4.16,N. incompta,105
SS0206-GC15,-39.31283,142.68398,4.16,N. pachyderma,15
SS0206-GC15,-39.31283,142.68398,4.16,G. glutinata,29
SS0206-GC15,-39.31283,142.68398,4.16,G. scitula,1
SS0206-GC15,-39.31283,142.68398,4.16,G. hirsuta,0
SS0206-GC15,-39.31283,142.68398,4.16,O. universa,0
SS0206-GC15,-39.31283,142.68398,4.16,G. crassaformis,0
SS0206-GC15,-39.31283,142.68398,4.16,G. adamsi,0
SS0206-GC15,-39.31283,142.68398,4.16,G. calida,0
SS0206-GC15,-39.31283,142.68398,4.16,T. sacculifer,0
SS0206-GC15,-39.31283,142.68398,4.16,B. digitata,0
SS0206-GC15,-39.31283,142.68398,4.16,G. conglobatus,0
SS0206-GC15,-39.31283,142.68398,4.16,T. quinqueloba,100
